name,cmc,release_year,price,color,image
Stensia Uprising,4,2022,0.27,#ff1a1a,https://cards.scryfall.io/normal/front/2/e/2ea95b64-9c5f-4f0d-ab7e-e4412a3cdadf.jpg?1637188773
Stormcarved Coast,0,2022,13.01,#d78f42,https://cards.scryfall.io/normal/front/1/3/133c1ed0-9fd4-43ae-a32f-f0b4be50ed66.jpg?1637192140
Storm the Festival,6,2022,2.59,#087500,https://cards.scryfall.io/normal/front/a/3/a3ff4e3c-7b10-47e9-9f4b-f2224fe3091e.jpg?1637189443
Sundown Pass,0,2022,6.33,#d78f42,https://cards.scryfall.io/normal/front/6/5/65983989-4026-411a-8c7f-97d3337d44d7.jpg?1637192161
Sungold Sentinel,2,2022,0.41,#ffffff,https://cards.scryfall.io/normal/front/3/5/35695302-ef0e-42bb-a1ce-3c21f8406842.jpg?1637183446
Sunstreak Phoenix,4,2022,0.55,#ff1a1a,https://cards.scryfall.io/normal/front/a/d/ad046f9c-9107-4e6a-adec-6c4ce992964d.jpg?1637187814
Suspicious Stowaway // Seafaring Werewolf,2,2022,0.3,#d78f42,https://cards.scryfall.io/normal/front/f/4/f410ae1c-02de-423e-a478-e1dea243ef1e.jpg?1619395458
Tainted Adversary,2,2022,3.14,#000000,https://cards.scryfall.io/normal/front/8/8/88e07d94-93fe-4827-b4e0-f73dc1962b9a.jpg?1637186274
Teferi- Who Slows the Sunset,4,2022,12.44,#d78f42,https://cards.scryfall.io/normal/front/a/d/ad840d1e-31df-4e6f-bae5-c68978d33132.jpg?1637191115
Thalia- Guardian of Thraben,2,2022,2.59,#ffffff,https://cards.scryfall.io/normal/front/1/e/1e779d22-d3d1-4db7-80d7-5cf35ba34625.jpg?1637184213
The Celestus,3,2022,1.69,#8c8d8b,https://cards.scryfall.io/normal/front/2/1/217bd102-c71d-4457-a282-6a5028473993.jpg?1637191595
